Name,Position,General,Defending,Mental,Passing,Mobility,Power,Rating,Shooting,Flag,Age,Nationality,Photo,Club_Logo,Club,media_puntaje
A. Dávila,SUB,62,20,46,48,62,57,66,62,https://cdn.sofifa.com/flags/uy.png,21,Uruguay,https://cdn.sofifa.com/players/241/068/22_60.png,https://cdn.sofifa.com/teams/101110/30.png,Club Atlético Peñarol,52.875
T. Eyoma,SUB,55,42,52,57,65,64,69,36,https://cdn.sofifa.com/flags/gb-eng.png,21,England,https://cdn.sofifa.com/players/241/040/22_60.png,https://cdn.sofifa.com/teams/149/30.png,Lincoln City,55.0
L. Shabani,RWB,55,29,51,59,66,63,65,46,https://cdn.sofifa.com/flags/al.png,21,Albania,https://cdn.sofifa.com/players/241/577/22_60.png,https://cdn.sofifa.com/teams/113458/30.png,IK Sirius,54.25
B. Cargill,SUB,56,43,55,62,58,68,66,32,https://cdn.sofifa.com/flags/gb-eng.png,25,England,https://cdn.sofifa.com/players/215/211/22_60.png,https://cdn.sofifa.com/teams/561/30.png,Forest Green Rovers,55.0
Hong Si Hoo,SUB,56,16,47,55,68,63,68,56,https://cdn.sofifa.com/flags/kr.png,20,Korea Republic,https://cdn.sofifa.com/players/256/685/22_60.png,https://cdn.sofifa.com/teams/981/30.png,Seongnam FC,53.625
I. Jeraldino,RES,63,11,48,44,65,70,70,59,https://cdn.sofifa.com/flags/cl.png,25,Chile,https://cdn.sofifa.com/players/225/270/22_60.png,https://cdn.sofifa.com/teams/110144/30.png,Santos Laguna,53.75
Marcelo,RCB,50,51,55,58,65,70,73,28,https://cdn.sofifa.com/flags/br.png,31,Brazil,https://cdn.sofifa.com/players/205/340/22_60.png,https://cdn.sofifa.com/teams/112572/30.png,Al Tai,56.25
F. Cann,SUB,58,22,45,54,71,60,69,57,https://cdn.sofifa.com/flags/gh.png,23,Ghana,https://cdn.sofifa.com/players/262/428/22_60.png,https://cdn.sofifa.com/teams/111539/30.png,FC Vizela,54.5
S. Barreto,RCB,49,47,53,45,70,70,74,33,https://cdn.sofifa.com/flags/ar.png,22,Argentina,https://cdn.sofifa.com/players/241/872/22_60.png,https://cdn.sofifa.com/teams/110093/30.png,Club Atlético Independiente,55.125
Z. Elbouzedi,RW,55,25,49,56,73,56,66,54,https://cdn.sofifa.com/flags/ie.png,23,Republic of Ireland,https://cdn.sofifa.com/players/230/847/22_60.png,https://cdn.sofifa.com/teams/433/30.png,AIK,54.25
L. Watson,SUB,59,24,52,58,64,54,68,50,https://cdn.sofifa.com/flags/ie.png,19,Republic of Ireland,https://cdn.sofifa.com/players/250/791/22_60.png,https://cdn.sofifa.com/teams/91/30.png,Derby County,53.625
L. Rodrigues,SUB,48,36,54,54,64,66,59,44,https://cdn.sofifa.com/flags/in.png,34,India,https://cdn.sofifa.com/players/211/476/22_60.png,https://cdn.sofifa.com/teams/113146/30.png,ATK Mohun Bagan FC,53.125
N. John,RES,60,28,52,56,61,55,70,57,https://cdn.sofifa.com/flags/gb-eng.png,18,England,https://cdn.sofifa.com/players/261/133/22_60.png,https://cdn.sofifa.com/teams/18/30.png,Tottenham Hotspur,54.875
A. Muskwe,RES,59,16,51,43,66,67,68,56,https://cdn.sofifa.com/flags/zw.png,22,Zimbabwe,https://cdn.sofifa.com/players/234/743/22_60.png,https://cdn.sofifa.com/teams/1923/30.png,Luton Town,53.25
V. Screciu,LCB,50,42,56,57,64,71,68,34,https://cdn.sofifa.com/flags/ro.png,21,Romania,https://cdn.sofifa.com/players/243/023/22_60.png,https://cdn.sofifa.com/teams/308/30.png,Universitatea Craiova,55.25
J. Sowerby,SUB,52,39,53,54,56,68,62,43,https://cdn.sofifa.com/flags/gb-eng.png,26,England,https://cdn.sofifa.com/players/226/352/22_60.png,https://cdn.sofifa.com/teams/1930/30.png,Northampton Town,53.375
B. Mendy,RDM,54,45,53,61,54,66,71,40,https://cdn.sofifa.com/flags/fr.png,21,France,https://cdn.sofifa.com/players/244/114/22_60.png,https://cdn.sofifa.com/teams/1530/30.png,Angers SCO,55.5
20 C. Beardsley,SUB,56,22,53,48,62,70,59,52,https://cdn.sofifa.com/flags/gb-eng.png,35,England,https://cdn.sofifa.com/players/140/424/20_60.png,https://cdn.sofifa.com/teams/15015/30.png,Burton Albion,52.75
M. Fall,LCB,51,46,56,51,57,73,71,34,https://cdn.sofifa.com/flags/sn.png,33,Senegal,https://cdn.sofifa.com/players/248/295/22_60.png,https://cdn.sofifa.com/teams/113300/30.png,Mumbai City FC,54.875
E. Pizzuto,SUB,56,39,51,56,61,60,70,45,https://cdn.sofifa.com/flags/mx.png,19,Mexico,https://cdn.sofifa.com/players/255/391/22_60.png,https://cdn.sofifa.com/teams/65/30.png,LOSC Lille,54.75
N. Holm,ST,58,10,51,45,66,68,70,59,https://cdn.sofifa.com/flags/no.png,20,Norway,https://cdn.sofifa.com/players/258/710/22_60.png,https://cdn.sofifa.com/teams/298/30.png,Rosenborg BK,53.375
D. Guindo,SUB,54,42,57,52,72,67,73,29,https://cdn.sofifa.com/flags/ml.png,18,Mali,https://cdn.sofifa.com/players/260/237/22_60.png,https://cdn.sofifa.com/teams/191/30.png,FC Red Bull Salzburg,55.75
A. Disasi,SUB,58,51,59,55,53,67,80,32,https://cdn.sofifa.com/flags/fr.png,23,France,https://cdn.sofifa.com/players/229/942/22_60.png,https://cdn.sofifa.com/teams/69/30.png,AS Monaco,56.875
S. Musiolik,ST,56,12,43,46,74,76,66,54,https://cdn.sofifa.com/flags/pl.png,25,Poland,https://cdn.sofifa.com/players/229/225/22_60.png,https://cdn.sofifa.com/teams/114326/30.png,Raków Częstochowa,53.375
Urko González,RCB,54,45,53,59,55,60,70,42,https://cdn.sofifa.com/flags/es.png,20,Spain,https://cdn.sofifa.com/players/260/546/22_60.png,https://cdn.sofifa.com/teams/110711/30.png,Real Sociedad B,54.75
M. Hauptmann,RM,55,30,48,55,73,64,66,44,https://cdn.sofifa.com/flags/de.png,21,Germany,https://cdn.sofifa.com/players/244/510/22_60.png,https://cdn.sofifa.com/teams/110592/30.png,FSV Zwickau,54.375
T. Rupil,RES,58,32,53,58,62,54,67,50,https://cdn.sofifa.com/flags/lu.png,18,Luxembourg,https://cdn.sofifa.com/players/264/246/22_60.png,https://cdn.sofifa.com/teams/169/30.png,1. FSV Mainz 05,54.25
J. Hoogma,SUB,56,46,54,56,60,69,72,32,https://cdn.sofifa.com/flags/nl.png,23,Netherlands,https://cdn.sofifa.com/players/231/823/22_60.png,https://cdn.sofifa.com/teams/165/30.png,SpVgg Greuther Fürth,55.625
D. Parra,RES,57,37,54,57,64,53,64,44,https://cdn.sofifa.com/flags/mx.png,21,Mexico,https://cdn.sofifa.com/players/235/534/22_60.png,https://cdn.sofifa.com/teams/1032/30.png,CF Monterrey ,53.75
S. Jurić,RCM,55,41,57,55,57,62,66,41,https://cdn.sofifa.com/flags/hr.png,24,Croatia,https://cdn.sofifa.com/players/262/581/22_60.png,https://cdn.sofifa.com/teams/50/30.png,Parma,54.25
21 M. Antonucci,RES,59,16,51,65,68,56,72,51,https://cdn.sofifa.com/flags/it.png,21,Italy,https://cdn.sofifa.com/players/239/838/21_60.png,https://cdn.sofifa.com/teams/52/30.png,Roma,54.75
N. Lozano,SUB,52,44,54,48,58,68,68,41,https://cdn.sofifa.com/flags/co.png,27,Colombia,https://cdn.sofifa.com/players/243/944/22_60.png,https://cdn.sofifa.com/teams/110832/30.png,Granada CF,54.125
J. Smith,SUB,50,34,56,54,62,67,64,44,https://cdn.sofifa.com/flags/gb-eng.png,19,England,https://cdn.sofifa.com/players/253/168/22_60.png,https://cdn.sofifa.com/teams/361/30.png,Stevenage,53.875
20 M. Ballini,SUB,48,43,56,50,59,70,63,38,https://cdn.sofifa.com/flags/ar.png,30,Argentina,https://cdn.sofifa.com/players/207/727/20_60.png,https://cdn.sofifa.com/teams/101104/30.png,Club Independiente Santa Fe,53.375
A. Taoui,SUB,64,13,49,57,65,62,70,58,https://cdn.sofifa.com/flags/fr.png,19,France,https://cdn.sofifa.com/players/244/403/22_60.png,https://cdn.sofifa.com/teams/58/30.png,SC Bastia,54.75
S. Welsh,RCB,54,45,59,55,62,69,72,30,https://cdn.sofifa.com/flags/gb-sct.png,21,Scotland,https://cdn.sofifa.com/players/255/573/22_60.png,https://cdn.sofifa.com/teams/78/30.png,Celtic,55.75
M. Pieringer,SUB,61,16,51,46,66,60,71,61,https://cdn.sofifa.com/flags/de.png,21,Germany,https://cdn.sofifa.com/players/260/290/22_60.png,https://cdn.sofifa.com/teams/34/30.png,FC Schalke 04,54.0
N. Contin,ST,60,13,52,50,63,66,68,55,https://cdn.sofifa.com/flags/ar.png,25,Argentina,https://cdn.sofifa.com/players/225/519/22_60.png,https://cdn.sofifa.com/teams/101084/30.png,Gimnasia y Esgrima La Plata,53.375
A. Athanasakopoulos,RES,62,22,48,63,63,55,69,54,https://cdn.sofifa.com/flags/gr.png,19,Greece,https://cdn.sofifa.com/players/255/635/22_60.png,https://cdn.sofifa.com/teams/1884/30.png,Panathinaikos FC,54.5
19 K. Colvey,SUB,47,59,53,53,63,67,61,43,https://cdn.sofifa.com/flags/nz.png,24,New Zealand,https://cdn.sofifa.com/players/233/269/19_60.png,https://cdn.sofifa.com/teams/694/30.png,Colorado Rapids,55.75
B. Colula,RWB,54,42,53,54,64,62,64,38,https://cdn.sofifa.com/flags/mx.png,25,Mexico,https://cdn.sofifa.com/players/229/303/22_60.png,https://cdn.sofifa.com/teams/114899/30.png,Mazatlán Futbol Club,53.875
M. Monthé,LCB,50,42,55,46,62,72,66,39,https://cdn.sofifa.com/flags/cm.png,26,Cameroon,https://cdn.sofifa.com/players/217/332/22_60.png,https://cdn.sofifa.com/teams/1803/30.png,Walsall,54.0
C. Kelman,SUB,57,17,49,42,74,67,69,57,https://cdn.sofifa.com/flags/us.png,19,United States,https://cdn.sofifa.com/players/246/604/22_60.png,https://cdn.sofifa.com/teams/1802/30.png,Gillingham,54.0
C. Campbell,RES,57,29,48,56,67,57,68,52,https://cdn.sofifa.com/flags/gb-wls.png,18,Wales,https://cdn.sofifa.com/players/254/113/22_60.png,https://cdn.sofifa.com/teams/110/30.png,Wolverhampton Wanderers,54.25
Zhu Chenjie,SUB,50,41,55,49,66,74,68,35,https://cdn.sofifa.com/flags/cn.png,20,China PR,https://cdn.sofifa.com/players/245/041/22_60.png,https://cdn.sofifa.com/teams/110955/30.png,Shanghai Shenhua FC,54.75
H. Darling,CB,52,44,52,47,64,72,70,35,https://cdn.sofifa.com/flags/gb-eng.png,21,England,https://cdn.sofifa.com/players/236/551/22_60.png,https://cdn.sofifa.com/teams/1798/30.png,Milton Keynes Dons,54.5
21 Roderick Miranda,CB,54,47,56,57,44,59,69,46,https://cdn.sofifa.com/flags/pt.png,29,Portugal,https://cdn.sofifa.com/players/193/143/21_60.png,https://cdn.sofifa.com/teams/110776/30.png,Gazişehir Gaziantep F.K.,54.0
L. Ferreyra,LM,59,16,45,53,77,64,72,56,https://cdn.sofifa.com/flags/ar.png,19,Argentina,https://cdn.sofifa.com/players/259/486/22_60.png,https://cdn.sofifa.com/teams/110580/30.png,Rosario Central,55.25
R. Lavia,RES,56,45,51,53,58,58,74,44,https://cdn.sofifa.com/flags/be.png,17,Belgium,https://cdn.sofifa.com/players/263/620/22_60.png,https://cdn.sofifa.com/teams/10/30.png,Manchester City,54.875
D. Keillor-Dunn,LW,57,17,47,58,69,65,64,54,https://cdn.sofifa.com/flags/gb-eng.png,23,England,https://cdn.sofifa.com/players/236/487/22_60.png,https://cdn.sofifa.com/teams/1920/30.png,Oldham Athletic,53.875
C. Long,SUB,58,14,54,46,70,65,64,54,https://cdn.sofifa.com/flags/gb-eng.png,26,England,https://cdn.sofifa.com/players/216/795/22_60.png,https://cdn.sofifa.com/teams/121/30.png,Crewe Alexandra,53.125
E. Burgos,SUB,54,45,54,51,53,68,70,40,https://cdn.sofifa.com/flags/ar.png,29,Argentina,https://cdn.sofifa.com/players/224/524/22_60.png,https://cdn.sofifa.com/teams/467/30.png,SD Eibar,54.375
21 J. Taravel,CB,56,41,62,63,42,51,66,47,https://cdn.sofifa.com/flags/fr.png,33,France,https://cdn.sofifa.com/players/183/283/21_60.png,https://cdn.sofifa.com/teams/1750/30.png,KSV Cercle Brugge,53.5
Vitor Hugo,LCB,51,52,58,39,60,72,75,36,https://cdn.sofifa.com/flags/br.png,30,Brazil,https://cdn.sofifa.com/players/226/601/22_60.png,https://cdn.sofifa.com/teams/436/30.png,Trabzonspor,55.375
C. Sabaly,SUB,60,10,45,62,75,59,72,53,https://cdn.sofifa.com/flags/sn.png,22,Senegal,https://cdn.sofifa.com/players/244/694/22_60.png,https://cdn.sofifa.com/teams/68/30.png,FC Metz,54.5
Y. Kobayashi,SUB,56,41,52,57,59,62,68,41,https://cdn.sofifa.com/flags/jp.png,20,Japan,https://cdn.sofifa.com/players/243/220/22_60.png,https://cdn.sofifa.com/teams/101146/30.png,Vissel Kobe,54.5
Iker Benito,RES,56,24,53,56,69,57,69,54,https://cdn.sofifa.com/flags/es.png,18,Spain,https://cdn.sofifa.com/players/264/159/22_60.png,https://cdn.sofifa.com/teams/479/30.png,CA Osasuna,54.75
J. Freeman,SUB,50,34,55,52,66,62,62,44,https://cdn.sofifa.com/flags/gb-eng.png,19,England,https://cdn.sofifa.com/players/258/828/22_60.png,https://cdn.sofifa.com/teams/1798/30.png,Milton Keynes Dons,53.125
T. Kacharaba,SUB,57,49,57,49,66,68,74,30,https://cdn.sofifa.com/flags/ua.png,26,Ukraine,https://cdn.sofifa.com/players/260/314/22_60.png,https://cdn.sofifa.com/teams/266/30.png,SK Slavia Praha,56.25
21 I. Morales,SUB,62,7,44,61,67,70,70,52,https://cdn.sofifa.com/flags/cl.png,20,Chile,https://cdn.sofifa.com/players/235/980/21_60.png,https://cdn.sofifa.com/teams/110980/30.png,Colo-Colo,54.125
21 J. Martial,SUB,50,44,54,61,64,68,68,30,https://cdn.sofifa.com/flags/fr.png,29,France,https://cdn.sofifa.com/players/194/953/21_60.png,https://cdn.sofifa.com/teams/226/30.png,FC Sochaux-Montbéliard,54.875
J. McCart,LCB,58,45,45,53,62,78,72,32,https://cdn.sofifa.com/flags/gb-sct.png,24,Scotland,https://cdn.sofifa.com/players/227/951/22_60.png,https://cdn.sofifa.com/teams/100804/30.png,St. Johnstone FC,55.625
21 D. N'Landu,RES,60,19,43,59,71,63,68,53,https://cdn.sofifa.com/flags/fr.png,19,France,https://cdn.sofifa.com/players/257/498/21_60.png,https://cdn.sofifa.com/teams/111560/30.png,Royal Excel Mouscron,54.5
D. Bajselmani,SUB,48,39,52,47,64,67,64,46,https://cdn.sofifa.com/flags/xk.png,22,Kosovo,https://cdn.sofifa.com/players/246/456/22_60.png,https://cdn.sofifa.com/teams/1914/30.png,PEC Zwolle,53.375
B. Sambou,SUB,58,17,52,44,70,70,64,53,https://cdn.sofifa.com/flags/de.png,23,Germany,https://cdn.sofifa.com/players/231/503/22_60.png,https://cdn.sofifa.com/teams/634/30.png,Fortuna Sittard,53.5
21 I. Cameron,SUB,56,29,55,54,57,61,65,49,https://cdn.sofifa.com/flags/gb-sct.png,19,Scotland,https://cdn.sofifa.com/players/238/995/21_60.png,https://cdn.sofifa.com/teams/82/30.png,Kilmarnock,53.25
D. Fernández,SUB,52,46,53,44,68,73,70,34,https://cdn.sofifa.com/flags/ar.png,20,Argentina,https://cdn.sofifa.com/players/251/686/22_60.png,https://cdn.sofifa.com/teams/101088/30.png,Vélez Sarsfield,55.0
D. Osei,RES,57,22,45,54,68,64,64,56,https://cdn.sofifa.com/flags/fr.png,21,France,https://cdn.sofifa.com/players/244/025/22_60.png,https://cdn.sofifa.com/teams/1951/30.png,Oxford United,53.75
Alexandre Guedes,SUB,61,8,51,63,62,60,67,57,https://cdn.sofifa.com/flags/pt.png,27,Portugal,https://cdn.sofifa.com/players/238/830/22_60.png,https://cdn.sofifa.com/teams/114326/30.png,Raków Częstochowa,53.625
O. Cooper,RES,54,32,50,61,62,61,64,49,https://cdn.sofifa.com/flags/gb-wls.png,21,Wales,https://cdn.sofifa.com/players/248/688/22_60.png,https://cdn.sofifa.com/teams/112254/30.png,Newport County,54.125
L. Owusu,SUB,49,39,56,57,62,64,68,37,https://cdn.sofifa.com/flags/gh.png,24,Ghana,https://cdn.sofifa.com/players/255/310/22_60.png,https://cdn.sofifa.com/teams/101112/30.png,Vancouver Whitecaps FC,54.0
G. Maripán,CB,54,51,62,60,44,62,78,37,https://cdn.sofifa.com/flags/cl.png,27,Chile,https://cdn.sofifa.com/players/219/145/22_60.png,https://cdn.sofifa.com/teams/69/30.png,AS Monaco,56.0
L. Bessilé,SUB,60,44,46,53,64,67,70,37,https://cdn.sofifa.com/flags/tg.png,22,Togo,https://cdn.sofifa.com/players/250/976/22_60.png,https://cdn.sofifa.com/teams/670/30.png,Royal Charleroi S.C.,55.125
21 N. Subotić,CB,49,49,61,51,52,63,71,44,https://cdn.sofifa.com/flags/rs.png,31,Serbia,https://cdn.sofifa.com/players/183/556/21_60.png,https://cdn.sofifa.com/teams/15009/30.png,SC Rheindorf Altach,55.0
J. Wosz,SUB,58,32,50,59,66,56,68,50,https://cdn.sofifa.com/flags/de.png,18,Germany,https://cdn.sofifa.com/players/259/165/22_60.png,https://cdn.sofifa.com/teams/112172/30.png,RB Leipzig,54.875
C. Bukta,RM,55,27,48,53,75,53,68,51,https://cdn.sofifa.com/flags/hu.png,19,Hungary,https://cdn.sofifa.com/players/260/600/22_60.png,https://cdn.sofifa.com/teams/15009/30.png,SC Rheindorf Altach,53.75
S. Härtel,SUB,50,37,53,54,74,67,66,34,https://cdn.sofifa.com/flags/de.png,22,Germany,https://cdn.sofifa.com/players/239/480/22_60.png,https://cdn.sofifa.com/teams/506/30.png,FC Erzgebirge Aue,54.375
Iker Recio,RES,49,44,52,56,61,68,70,41,https://cdn.sofifa.com/flags/es.png,20,Spain,https://cdn.sofifa.com/players/260/692/22_60.png,https://cdn.sofifa.com/teams/480/30.png,Rayo Vallecano,55.125
21 J. Ortíz,LB,48,45,50,52,65,72,72,40,https://cdn.sofifa.com/flags/co.png,21,Colombia,https://cdn.sofifa.com/players/242/763/21_60.png,https://cdn.sofifa.com/teams/114899/30.png,Mazatlán Futbol Club,55.5
21 D. Wynne,RES,53,42,56,55,66,71,66,30,https://cdn.sofifa.com/flags/nz.png,25,New Zealand,https://cdn.sofifa.com/players/226/057/21_60.png,https://cdn.sofifa.com/teams/694/30.png,Colorado Rapids,54.875
Diego López,RES,57,20,45,50,66,60,69,57,https://cdn.sofifa.com/flags/es.png,19,Spain,https://cdn.sofifa.com/players/264/238/22_60.png,https://cdn.sofifa.com/teams/461/30.png,Valencia CF,53.0
21 G. Gül,RES,53,43,52,52,65,72,66,32,https://cdn.sofifa.com/flags/de.png,21,Germany,https://cdn.sofifa.com/players/229/173/21_60.png,https://cdn.sofifa.com/teams/110636/30.png,Fortuna Düsseldorf,54.375
L. Šatka,LCB,50,46,53,58,65,68,72,31,https://cdn.sofifa.com/flags/sk.png,25,Slovakia,https://cdn.sofifa.com/players/209/232/22_60.png,https://cdn.sofifa.com/teams/873/30.png,Lech Poznań,55.375
A. Álvarez,RES,57,40,50,53,68,65,68,37,https://cdn.sofifa.com/flags/ar.png,21,Argentina,https://cdn.sofifa.com/players/252/785/22_60.png,https://cdn.sofifa.com/teams/111706/30.png,Godoy Cruz,54.75
21 Javi Navarro,RES,58,16,49,62,69,58,69,52,https://cdn.sofifa.com/flags/es.png,23,Spain,https://cdn.sofifa.com/players/248/069/21_60.png,https://cdn.sofifa.com/teams/1968/30.png,Cádiz CF,54.125
Rolando,SUB,56,48,62,59,42,57,71,42,https://cdn.sofifa.com/flags/pt.png,35,Portugal,https://cdn.sofifa.com/players/163/083/22_60.png,https://cdn.sofifa.com/teams/1896/30.png,SC Braga,54.625
R. Pirrello,SUB,55,43,52,54,57,65,68,42,https://cdn.sofifa.com/flags/it.png,25,Italy,https://cdn.sofifa.com/players/230/676/22_60.png,https://cdn.sofifa.com/teams/1746/30.png,Empoli,54.5
J. McAtee,RES,61,28,48,58,59,53,69,58,https://cdn.sofifa.com/flags/gb-eng.png,18,England,https://cdn.sofifa.com/players/264/349/22_60.png,https://cdn.sofifa.com/teams/10/30.png,Manchester City,54.25
21 Kim Kyung Jung,LB,52,31,50,55,74,57,63,44,https://cdn.sofifa.com/flags/kr.png,29,Korea Republic,https://cdn.sofifa.com/players/208/194/21_60.png,https://cdn.sofifa.com/teams/112115/30.png,Gangwon FC,53.25
S. Mai,LCB,50,45,63,47,46,58,70,50,https://cdn.sofifa.com/flags/de.png,27,Germany,https://cdn.sofifa.com/players/238/559/22_60.png,https://cdn.sofifa.com/teams/503/30.png,SG Dynamo Dresden,53.625
Strefezza,RW,57,13,53,58,79,60,70,46,https://cdn.sofifa.com/flags/br.png,24,Brazil,https://cdn.sofifa.com/players/235/949/22_60.png,https://cdn.sofifa.com/teams/347/30.png,Lecce,54.5
E. Brierley,SUB,50,34,52,53,67,64,64,46,https://cdn.sofifa.com/flags/gb-eng.png,17,England,https://cdn.sofifa.com/players/258/724/22_60.png,https://cdn.sofifa.com/teams/1955/30.png,Rochdale,53.75
T. Lauritsen,ST,56,26,53,45,62,65,64,54,https://cdn.sofifa.com/flags/no.png,23,Norway,https://cdn.sofifa.com/players/230/737/22_60.png,https://cdn.sofifa.com/teams/1456/30.png,Odds BK,53.125
D. Thompson,RES,51,41,51,55,70,63,70,39,https://cdn.sofifa.com/flags/gb-eng.png,20,England,https://cdn.sofifa.com/players/244/196/22_60.png,https://cdn.sofifa.com/teams/1925/30.png,Brentford,55.0
J. Bednarek,SUB,52,51,60,55,58,73,79,24,https://cdn.sofifa.com/flags/pl.png,25,Poland,https://cdn.sofifa.com/players/220/570/22_60.png,https://cdn.sofifa.com/teams/17/30.png,Southampton,56.5
K. Long,SUB,56,48,62,51,56,65,71,34,https://cdn.sofifa.com/flags/ie.png,30,Republic of Ireland,https://cdn.sofifa.com/players/194/146/22_60.png,https://cdn.sofifa.com/teams/1796/30.png,Burnley,55.375
J. Malone,SUB,48,34,53,55,64,62,61,47,https://cdn.sofifa.com/flags/gb-nir.png,21,Northern Ireland,https://cdn.sofifa.com/players/252/061/22_60.png,https://cdn.sofifa.com/teams/445/30.png,Derry City,53.0
A. Schott,RB,50,40,56,56,73,62,71,33,https://cdn.sofifa.com/flags/ar.png,21,Argentina,https://cdn.sofifa.com/players/244/757/22_60.png,https://cdn.sofifa.com/teams/112689/30.png,Platense,55.125
M. El Idrissy,SUB,58,11,46,57,70,64,68,58,https://cdn.sofifa.com/flags/fr.png,22,France,https://cdn.sofifa.com/players/246/329/22_60.png,https://cdn.sofifa.com/teams/614/30.png,AC Ajaccio,54.0
M. Garbett,SUB,56,24,52,55,68,60,68,53,https://cdn.sofifa.com/flags/nz.png,19,New Zealand,https://cdn.sofifa.com/players/255/360/22_60.png,https://cdn.sofifa.com/flags/nz.png,No Club,54.5
M. Cacutalua,RES,47,45,52,49,70,67,70,38,https://cdn.sofifa.com/flags/de.png,26,Germany,https://cdn.sofifa.com/players/220/878/22_60.png,https://cdn.sofifa.com/teams/506/30.png,FC Erzgebirge Aue,54.75
21 Lee Jae Sung,LCB,50,42,56,49,54,70,64,40,https://cdn.sofifa.com/flags/kr.png,31,Korea Republic,https://cdn.sofifa.com/players/191/814/21_60.png,https://cdn.sofifa.com/teams/110765/30.png,Incheon United FC,53.125
C. Salcedo,LCB,56,48,58,54,58,72,74,29,https://cdn.sofifa.com/flags/mx.png,27,Mexico,https://cdn.sofifa.com/players/212/888/22_60.png,https://cdn.sofifa.com/teams/1970/30.png,Tigres U.A.N.L.,56.125
A. Traoré,RES,62,13,49,53,68,68,70,54,https://cdn.sofifa.com/flags/fr.png,19,France,https://cdn.sofifa.com/players/250/790/22_60.png,https://cdn.sofifa.com/teams/59/30.png,FC Girondins de Bordeaux,54.625
T. Nishino,SUB,56,25,45,56,67,59,66,57,https://cdn.sofifa.com/flags/jp.png,18,Japan,https://cdn.sofifa.com/players/260/212/22_60.png,https://cdn.sofifa.com/teams/112783/30.png,Tokushima Vortis,53.875
M. Sanders,SUB,52,38,50,61,56,59,62,48,https://cdn.sofifa.com/flags/gb-eng.png,22,England,https://cdn.sofifa.com/players/240/981/22_60.png,https://cdn.sofifa.com/teams/149/30.png,Lincoln City,53.25
J. O'Brien,RCB,59,42,60,59,42,60,64,45,https://cdn.sofifa.com/flags/ie.png,35,Republic of Ireland,https://cdn.sofifa.com/players/167/925/22_60.png,https://cdn.sofifa.com/teams/306/30.png,Shamrock Rovers,53.875
J. Jenkins,RES,51,39,54,59,64,65,69,38,https://cdn.sofifa.com/flags/gb-eng.png,19,England,https://cdn.sofifa.com/players/247/349/22_60.png,https://cdn.sofifa.com/teams/8/30.png,Leeds United,54.875
S. Schön,LM,60,19,47,54,73,58,72,56,https://cdn.sofifa.com/flags/hu.png,20,Hungary,https://cdn.sofifa.com/players/239/377/22_60.png,https://cdn.sofifa.com/teams/695/30.png,FC Dallas,54.875
G. Soto,RB,54,44,51,65,69,70,68,25,https://cdn.sofifa.com/flags/cl.png,27,Chile,https://cdn.sofifa.com/players/242/306/22_60.png,https://cdn.sofifa.com/teams/111328/30.png,Club Deportivo Palestino,55.75
F. Chafaï,RCB,53,46,50,49,49,77,69,41,https://cdn.sofifa.com/flags/dz.png,31,Algeria,https://cdn.sofifa.com/players/254/895/22_60.png,https://cdn.sofifa.com/teams/113217/30.png,Damac FC,54.25
P. Slišković,ST,60,20,50,42,62,63,65,58,https://cdn.sofifa.com/flags/hr.png,30,Croatia,https://cdn.sofifa.com/players/198/195/22_60.png,https://cdn.sofifa.com/teams/114398/30.png,Türkgücü München,52.5
N. Niemann,LS,53,15,50,55,77,64,68,49,https://cdn.sofifa.com/flags/de.png,21,Germany,https://cdn.sofifa.com/players/244/179/22_60.png,https://cdn.sofifa.com/teams/2017/30.png,TSV Egger Glas Hartberg,53.875
D. Pérez,SUB,63,10,50,33,66,64,72,62,https://cdn.sofifa.com/flags/ve.png,19,Venezuela,https://cdn.sofifa.com/players/260/080/22_60.png,https://cdn.sofifa.com/teams/231/30.png,Club Brugge KV,52.5
A. Pierre,LCB,49,42,51,46,62,79,65,36,https://cdn.sofifa.com/flags/gd.png,28,Grenada,https://cdn.sofifa.com/players/203/809/22_60.png,https://cdn.sofifa.com/teams/127/30.png,Shrewsbury Town,53.75
F. Schubert,LS,56,18,48,46,65,70,64,54,https://cdn.sofifa.com/flags/at.png,26,Austria,https://cdn.sofifa.com/players/229/816/22_60.png,https://cdn.sofifa.com/teams/898/30.png,FC St. Gallen 1879,52.625
J. Ganda,RM,58,13,51,57,66,66,64,57,https://cdn.sofifa.com/flags/il.png,24,Israel,https://cdn.sofifa.com/players/258/545/22_60.png,https://cdn.sofifa.com/teams/111821/30.png,FC Flyeralarm Admira,54.0
21 M. Kelly,RES,54,38,49,55,68,65,64,38,https://cdn.sofifa.com/flags/gb-sct.png,22,Scotland,https://cdn.sofifa.com/players/226/473/21_60.png,https://cdn.sofifa.com/teams/1962/30.png,Bristol Rovers,53.875
D. Meddah,SUB,56,33,51,56,64,61,63,44,https://cdn.sofifa.com/flags/fr.png,18,France,https://cdn.sofifa.com/players/252/011/22_60.png,https://cdn.sofifa.com/teams/1738/30.png,Le Havre AC,53.5
21 R. Taylor,SUB,57,17,56,48,57,72,60,57,https://cdn.sofifa.com/flags/gb-eng.png,32,England,https://cdn.sofifa.com/players/177/597/21_60.png,https://cdn.sofifa.com/teams/112254/30.png,Newport County,53.0
